,06K47,06K48,06K28,06K09,06K51,06K52,1041,1040,842,basinwide_average
2010-06-01,12.8,11.5,6.4,14.6,11.6,13.7,8.5,10.7,18.9,0.7763139543769939
2010-07-01,12.8,11.5,6.4,14.6,11.6,13.7,8.5,10.7,18.9,0.7763139543769939
2010-08-01,12.8,11.5,6.4,14.6,11.6,13.7,8.5,10.7,18.9,0.7763139543769939
2010-09-01,12.8,11.5,6.4,14.6,11.6,13.7,8.5,10.7,18.9,0.7763139543769939
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2.0,0.022846317548450203
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.7,5.3,0.07821551450579589
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,5.4,6.0,9.7,0.15272800113514415
2011-02-01,12.4,11.1,4.9,20.6,11.9,14.6,7.5,8.2,14.2,0.7319371889744396
2011-03-01,15.5,14.8,6.9,22.5,15.9,18.8,10.7,11.8,18.5,0.9564416841000158
2011-04-01,18.4,15.3,7.1,27.7,16.7,19.5,14.2,16.4,22.8,1.1146346139960572
2011-05-01,25.4,20.8,7.1,33.4,22.6,26.8,14.9,20.3,31.8,1.3936582431362
2011-06-01,25.4,20.8,7.1,33.4,22.6,26.8,14.9,20.3,31.8,1.3936582431362
2011-07-01,25.4,20.8,7.1,33.4,22.6,26.8,14.9,20.3,31.8,1.3936582431362
2011-08-01,25.4,20.8,7.1,33.4,22.6,26.8,14.9,20.3,31.8,1.3936582431362
2011-09-01,25.4,20.8,7.1,33.4,22.6,26.8,14.9,20.3,31.8,1.3936582431362
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,1.0,0.020549959788875635
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.2,3.4,0.05439761073220871
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.0,4.3,0.07363695845696833
2012-02-01,6.8,4.8,3.8,7.6,6.8,8.1,5.6,6.1,7.6,0.42020237484713735
2012-03-01,9.6,7.6,5.0,11.8,8.9,11.3,7.1,7.9,11.7,0.5844695842324578
2012-04-01,10.5,8.4,5.0,12.6,10.0,12.7,7.1,7.9,11.7,0.6155041529335374
2012-05-01,10.5,8.4,5.0,12.6,10.0,12.7,7.1,7.9,11.7,0.6155041529335374
2012-06-01,10.5,8.4,5.0,12.6,10.0,12.7,7.1,7.9,11.7,0.6155041529335374
2012-07-01,10.5,8.4,5.0,12.6,10.0,12.7,7.1,7.9,11.7,0.6155041529335374
2012-08-01,10.5,8.4,5.0,12.6,10.0,12.7,7.1,7.9,11.7,0.6155041529335374
2012-09-01,10.5,8.4,5.0,12.6,10.0,12.7,7.1,7.9,11.7,0.6155041529335374
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,0.9,0.024563148971442295
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.1,4.2,0.09036240647628531
2013-02-01,4.6,4.1,2.5,5.7,5.7,6.6,4.8,5.8,6.3,0.33568371634579075
2013-03-01,7.4,6.0,4.6,8.6,7.6,8.5,6.9,8.7,8.8,0.4998278912832601
2013-04-01,11.6,10.1,5.9,14.2,10.8,12.2,8.6,10.2,11.7,0.6952690786424532
2013-05-01,16.1,13.1,5.9,18.4,14.8,17.2,8.6,10.3,15.0,0.8402674618235159
2013-06-01,16.1,13.1,5.9,18.4,14.8,17.2,8.6,10.3,15.0,0.8402674618235159
2013-07-01,16.1,13.1,5.9,18.4,14.8,17.2,8.6,10.3,15.0,0.8402674618235159
2013-08-01,16.1,13.1,5.9,18.4,14.8,17.2,8.6,10.3,15.0,0.8402674618235159
2013-09-01,16.1,13.1,5.9,18.4,14.8,17.2,8.6,10.3,15.0,0.8402674618235159
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.3,0.8,0.015701918929038314
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.5,3.6,0.06505991828811253
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4.9,5.5,6.0,0.1251468731307707
2014-02-01,9.4,8.0,4.2,13.8,9.6,11.3,9.4,10.5,12.8,0.6383475497819322
2014-03-01,15.8,13.4,7.9,21.0,16.0,17.1,11.8,12.8,17.4,0.9614768250149608
2014-04-01,18.8,15.8,8.4,24.9,18.5,20.8,14.6,16.9,22.0,1.1505365355153327
2014-05-01,20.6,16.8,8.4,25.6,18.5,20.8,14.6,16.9,22.0,1.172918110205827
2014-06-01,20.6,16.8,8.4,25.6,18.5,20.8,14.6,16.9,22.0,1.172918110205827
2014-07-01,20.6,16.8,8.4,25.6,18.5,20.8,14.6,16.9,22.0,1.172918110205827
2014-08-01,20.6,16.8,8.4,25.6,18.5,20.8,14.6,16.9,22.0,1.172918110205827
2014-09-01,20.6,16.8,8.4,25.6,18.5,20.8,14.6,16.9,22.0,1.172918110205827
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.3,3.0,0.07582955026680578
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,6.8,7.5,8.3,0.17246082719012304
2015-02-01,10.0,9.6,4.4,12.0,10.2,11.4,8.0,8.9,10.0,0.6100466291560029
2015-03-01,12.8,11.0,5.3,14.3,12.4,13.4,9.9,11.3,13.3,0.7469806032583306
2015-04-01,15.2,12.6,5.3,16.2,15.1,16.4,9.9,11.3,13.3,0.8187637715447648
2015-05-01,16.9,13.4,5.3,18.0,15.8,17.9,9.9,11.3,13.3,0.858459675326455
2015-06-01,16.9,13.4,5.3,18.0,15.8,17.9,9.9,11.3,13.3,0.858459675326455
2015-07-01,16.9,13.4,5.3,18.0,15.8,17.9,9.9,11.3,13.3,0.858459675326455
2015-08-01,16.9,13.4,5.3,18.0,15.8,17.9,9.9,11.3,13.3,0.858459675326455
2015-09-01,16.9,13.4,5.3,18.0,15.8,17.9,9.9,11.3,13.3,0.858459675326455
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.003966606706332734
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.5,4.4,0.07614205908099715
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4.7,6.2,7.6,0.13671893378082225
2016-02-01,9.3,9.2,4.7,10.0,9.1,10.9,7.1,9.2,10.5,0.5825673289618836
2016-03-01,11.9,11.6,6.4,13.5,12.0,13.2,8.4,10.8,13.8,0.7393225515926494
2016-04-01,15.4,13.9,6.7,17.8,14.6,16.8,11.7,15.5,19.4,0.9446211856892968
2016-05-01,17.3,15.7,6.7,20.6,16.0,18.8,11.7,15.5,21.3,1.0151511060934204
2016-06-01,17.3,15.7,6.7,20.6,16.0,18.8,11.7,15.5,21.3,1.0151511060934204
2016-07-01,17.3,15.7,6.7,20.6,16.0,18.8,11.7,15.5,21.3,1.0151511060934204
2016-08-01,17.3,15.7,6.7,20.6,16.0,18.8,11.7,15.5,21.3,1.0151511060934204
2016-09-01,17.3,15.7,6.7,20.6,16.0,18.8,11.7,15.5,21.3,1.0151511060934204
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1.5,0.029167676452840716
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.7,7.5,0.13731081767187087
2017-02-01,13.6,11.1,6.6,14.2,14.0,15.4,9.6,10.5,15.1,0.7955049685704169
2017-03-01,16.0,12.8,7.8,16.6,16.3,17.4,11.7,13.2,19.2,0.9469130134121317
2017-04-01,18.9,14.4,7.8,18.3,18.0,20.8,11.7,13.2,19.2,1.0168327223845275
2017-05-01,18.9,15.8,7.8,20.2,18.0,20.8,11.7,13.2,19.2,1.0375975648160554
2017-06-01,18.9,15.8,7.8,20.2,18.0,20.8,11.7,13.2,19.2,1.0375975648160554
2017-07-01,18.9,15.8,7.8,20.2,18.0,20.8,11.7,13.2,19.2,1.0375975648160554
2017-08-01,18.9,15.8,7.8,20.2,18.0,20.8,11.7,13.2,19.2,1.0375975648160554
2017-09-01,18.9,15.8,7.8,20.2,18.0,20.8,11.7,13.2,19.2,1.0375975648160554
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.2,0.02235639769128325
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.5,2.8,0.04365449577830317
2018-02-01,7.7,6.6,2.2,9.0,6.8,8.6,3.7,3.8,5.9,0.37550633318807475
2018-03-01,10.4,8.7,4.8,12.4,9.9,12.1,6.4,7.0,9.7,0.5838681589938977
2018-04-01,13.6,10.2,4.8,14.6,11.9,13.9,8.3,8.8,12.3,0.6972785872632237
2018-05-01,16.9,13.1,4.8,18.7,12.8,16.2,8.3,8.8,12.3,0.781011189204689
2018-06-01,16.9,13.1,4.8,18.7,12.8,16.2,8.3,8.8,12.3,0.781011189204689
2018-07-01,16.9,13.1,4.8,18.7,12.8,16.2,8.3,8.8,12.3,0.781011189204689
2018-08-01,16.9,13.1,4.8,18.7,12.8,16.2,8.3,8.8,12.3,0.781011189204689
2018-09-01,16.9,13.1,4.8,18.7,12.8,16.2,8.3,8.8,12.3,0.781011189204689
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.3,0.00806114887911798
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.6,4.6,0.08414246601355961
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4.6,5.4,7.1,0.12668918661107634
2019-02-01,12.1,10.2,5.0,13.0,10.7,13.5,7.0,8.3,11.0,0.6486374034272521
2019-03-01,14.2,12.6,8.1,16.7,13.8,16.8,10.3,11.7,14.9,0.872798264829122
2019-04-01,23.1,19.3,8.1,24.2,21.9,25.3,15.4,17.3,20.4,1.2451615115833528
2019-05-01,23.1,20.0,8.1,24.2,21.9,25.9,15.4,17.3,20.4,1.2538012142375032
2019-06-01,-999.0,-999.0,8.1,24.2,21.9,-999.0,15.4,17.3,20.4,1.2166858892469514
2019-07-01,-999.0,-999.0,8.1,24.2,21.9,-999.0,15.4,17.3,20.4,1.2166858892469514
2019-08-01,-999.0,-999.0,8.1,24.2,21.9,-999.0,15.4,17.3,20.4,1.2166858892469514
2019-09-01,-999.0,-999.0,8.1,24.2,21.9,-999.0,15.4,17.3,20.4,1.2166858892469514
2019-10-01,-999.0,-999.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2019-11-01,-999.0,-999.0,0.0,0.0,0.0,-999.0,1.9,2.2,2.3,0.07341528976650182
2019-12-01,-999.0,-999.0,0.0,0.0,0.0,-999.0,3.3,3.6,4.1,0.12559198974822988
2020-01-01,-999.0,-999.0,0.0,0.0,0.0,-999.0,5.6,6.1,7.3,0.215561435378033
2020-02-01,-999.0,-999.0,4.6,11.1,0.0,-999.0,8.0,8.7,10.8,0.5214123100309181
2020-03-01,-999.0,-999.0,6.8,17.6,0.0,-999.0,11.2,12.4,16.6,0.7701442576433596
2020-04-01,-999.0,-999.0,6.8,17.6,0.0,-999.0,13.2,14.0,18.8,0.8370312248775428
2020-05-01,-999.0,-999.0,6.8,17.6,0.0,-999.0,13.2,14.0,18.8,0.8370312248775428
2020-06-01,-999.0,-999.0,6.8,17.6,0.0,-999.0,13.2,14.0,18.8,0.8370312248775428
2020-07-01,-999.0,-999.0,6.8,17.6,0.0,-999.0,13.2,14.0,18.8,0.8370312248775428
2020-08-01,-999.0,-999.0,6.8,17.6,0.0,-999.0,13.2,14.0,18.8,0.8370312248775428
2020-09-01,-999.0,-999.0,6.8,17.6,0.0,-999.0,13.2,14.0,18.8,0.8370312248775428
2020-10-01,-999.0,-999.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2020-11-01,-999.0,-999.0,0.0,0.0,0.0,-999.0,0.7,0.0,0.8,0.016789355862270088
2020-12-01,-999.0,-999.0,0.0,0.0,0.0,-999.0,1.5,1.9,3.1,0.0695046927796361
2021-01-01,-999.0,-999.0,0.0,0.0,0.0,-999.0,3.3,3.8,5.9,0.14142364605957616
2021-02-01,-999.0,-999.0,3.0,6.7,0.0,-999.0,4.1,4.5,7.7,0.3087735331773025
2021-03-01,-999.0,-999.0,4.8,11.4,10.8,-999.0,6.4,7.3,11.8,0.5955942543393683
2021-04-01,-999.0,-999.0,5.6,16.0,14.2,-999.0,9.0,10.9,14.6,0.7914815123934202
2021-05-01,-999.0,-999.0,5.6,16.3,-999.0,-999.0,9.0,10.9,14.6,0.793449890791649
2021-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.0,10.9,14.6,0.7623354193732758
2021-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.0,10.9,14.6,0.7623354193732758
2021-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.0,10.9,14.6,0.7623354193732758
2021-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.0,10.9,14.6,0.7623354193732758
