,07M23,2387,386,629,632,713,780,797,basinwide_average
1975-08-01,16.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.7337967695767738
1975-09-01,16.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.7337967695767738
1975-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-02-01,5.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5526477203025966
1976-03-01,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1378041300347577
1976-04-01,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1378041300347577
1976-05-01,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1378041300347577
1976-06-01,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1378041300347577
1976-07-01,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1378041300347577
1976-08-01,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1378041300347577
1976-09-01,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1378041300347577
1976-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-02-01,2.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.2383970558168064
1977-03-01,2.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.2383970558168064
1977-04-01,2.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.2383970558168064
1977-05-01,2.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.2383970558168064
1977-06-01,2.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.2383970558168064
1977-07-01,2.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.2383970558168064
1977-08-01,2.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.2383970558168064
1977-09-01,2.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.2383970558168064
1977-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-02-01,6.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6718462482109998
1978-03-01,7.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8343896953588223
1978-04-01,8.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8994070742179514
1978-05-01,8.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8994070742179514
1978-06-01,8.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8994070742179514
1978-07-01,8.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8994070742179514
1978-08-01,8.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8994070742179514
1978-09-01,8.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8994070742179514
1978-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-11-01,0.0,-999.0,0.0,2.3,-999.0,-999.0,-999.0,-999.0,0.05021579080985022
1978-12-01,0.0,-999.0,4.0,4.6,-999.0,-999.0,-999.0,-999.0,0.19785440801448942
1979-01-01,0.0,-999.0,13.7,4.6,-999.0,-999.0,-999.0,-999.0,0.4341047620218528
1979-02-01,17.4,-999.0,21.5,4.6,-999.0,-999.0,-999.0,-999.0,1.2525806024632717
1979-03-01,21.6,-999.0,26.2,21.5,-999.0,-999.0,-999.0,-999.0,1.8877365385048854
1979-04-01,22.9,-999.0,30.7,27.0,-999.0,-999.0,-999.0,-999.0,2.164375452934847
1979-05-01,22.9,-999.0,30.7,27.0,-999.0,-999.0,-999.0,-999.0,2.164375452934847
1979-06-01,22.9,-999.0,30.7,27.0,-999.0,-999.0,-999.0,-999.0,2.164375452934847
1979-07-01,22.9,-999.0,30.7,27.0,-999.0,-999.0,-999.0,-999.0,2.164375452934847
1979-08-01,22.9,-999.0,30.7,27.0,-999.0,-999.0,-999.0,-999.0,2.164375452934847
1979-09-01,22.9,-999.0,30.7,27.0,-999.0,-999.0,-999.0,-999.0,2.164375452934847
1979-10-01,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1979-11-01,0.0,-999.0,0.0,1.7,-999.0,-999.0,-999.0,-999.0,0.037116019294237114
1979-12-01,0.0,-999.0,2.0,4.0,-999.0,-999.0,-999.0,-999.0,0.13604322330148186
1980-01-01,0.0,-999.0,4.0,6.8,-999.0,-999.0,-999.0,-999.0,0.24588690357173748
1980-02-01,12.5,-999.0,14.9,11.4,-999.0,-999.0,-999.0,-999.0,1.063305262527856
1980-03-01,18.5,-999.0,23.0,15.8,-999.0,-999.0,-999.0,-999.0,1.5733760732888964
1980-04-01,19.6,-999.0,28.2,20.8,-999.0,-999.0,-999.0,-999.0,1.848923352868366
1980-05-01,19.6,-999.0,28.2,20.8,-999.0,-999.0,-999.0,-999.0,1.848923352868366
1980-06-01,19.6,-999.0,28.2,20.8,-999.0,-999.0,-999.0,-999.0,1.848923352868366
1980-07-01,19.6,-999.0,28.2,20.8,-999.0,-999.0,-999.0,-999.0,1.848923352868366
1980-08-01,19.6,-999.0,28.2,20.8,-999.0,-999.0,-999.0,-999.0,1.848923352868366
1980-09-01,19.6,-999.0,28.2,20.8,-999.0,-999.0,-999.0,-999.0,1.848923352868366
1980-10-01,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1980-11-01,0.0,-999.0,0.1,3.1,-999.0,3.4,-999.0,-999.0,0.0861430779057906
1980-12-01,0.0,-999.0,0.6,3.1,-999.0,4.9,-999.0,-999.0,0.11008004962495833
1981-01-01,0.0,-999.0,0.9,3.7,-999.0,6.0,-999.0,-999.0,0.13624087219245629
1981-02-01,1.6,-999.0,0.9,4.3,-999.0,8.5,-999.0,-999.0,0.21408325630967923
1981-03-01,1.6,-999.0,1.6,4.7,-999.0,10.7,-999.0,-999.0,0.2551318079239644
1981-04-01,5.0,-999.0,3.9,8.3,-999.0,16.4,-999.0,-999.0,0.504455937640436
1981-05-01,5.0,-999.0,3.9,8.3,-999.0,16.4,-999.0,-999.0,0.504455937640436
1981-06-01,5.0,-999.0,3.9,8.3,-999.0,16.4,-999.0,-999.0,0.504455937640436
1981-07-01,5.0,-999.0,3.9,8.3,-999.0,16.4,-999.0,-999.0,0.504455937640436
1981-08-01,5.0,-999.0,3.9,8.3,-999.0,16.4,-999.0,-999.0,0.504455937640436
1981-09-01,5.0,-999.0,3.9,8.3,-999.0,16.4,-999.0,-999.0,0.504455937640436
1981-10-01,0.0,-999.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1981-11-01,0.0,-999.0,0.0,0.7,-999.0,4.0,-999.0,-999.0,0.050938518061911506
1981-12-01,0.0,-999.0,1.3,6.3,-999.0,6.7,-999.0,-999.0,0.1930301797453143
1982-01-01,0.0,-999.0,4.1,9.3,-999.0,14.7,-999.0,-999.0,0.37225374275762774
1982-02-01,5.9,-999.0,8.8,11.3,-999.0,20.6,-999.0,-999.0,0.7089188485314085
1982-03-01,7.5,-999.0,11.8,12.9,-999.0,24.0,-999.0,-999.0,0.8668184359370104
1982-04-01,9.7,-999.0,17.0,16.1,-999.0,32.6,-999.0,-999.0,1.158677910357946
1982-05-01,9.7,-999.0,17.0,16.1,-999.0,32.6,-999.0,-999.0,1.158677910357946
1982-06-01,9.7,-999.0,17.0,16.1,-999.0,32.6,-999.0,-999.0,1.158677910357946
1982-07-01,9.7,-999.0,17.0,16.1,-999.0,32.6,-999.0,-999.0,1.158677910357946
1982-08-01,9.7,-999.0,17.0,16.1,-999.0,32.6,-999.0,-999.0,1.158677910357946
1982-09-01,9.7,-999.0,17.0,16.1,-999.0,32.6,-999.0,-999.0,1.158677910357946
1982-10-01,0.0,-999.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1982-11-01,0.0,-999.0,0.0,1.0,-999.0,1.1,-999.0,-999.0,0.027230674340597637
1982-12-01,0.0,-999.0,6.4,4.9,-999.0,8.6,-999.0,-999.0,0.28201736087623963
1983-01-01,0.0,-999.0,7.9,7.6,-999.0,10.6,-999.0,-999.0,0.37336736865784326
1983-02-01,8.0,-999.0,9.3,8.0,-999.0,12.5,-999.0,-999.0,0.6409665460846099
1983-03-01,10.4,-999.0,11.9,11.5,-999.0,17.8,-999.0,-999.0,0.8630950420231246
1983-04-01,13.4,-999.0,15.5,18.3,-999.0,29.3,-999.0,-999.0,1.2349693580052612
1983-05-01,13.4,-999.0,15.5,19.8,-999.0,35.3,-999.0,-999.0,1.3187457565756608
1983-06-01,13.4,-999.0,15.5,19.8,-999.0,35.3,-999.0,-999.0,1.3187457565756608
1983-07-01,13.4,-999.0,15.5,19.8,-999.0,35.3,-999.0,-999.0,1.3187457565756608
1983-08-01,13.4,-999.0,15.5,19.8,-999.0,35.3,-999.0,-999.0,1.3187457565756608
1983-09-01,13.4,-999.0,15.5,19.8,-999.0,35.3,-999.0,-999.0,1.3187457565756608
1983-10-01,0.0,-999.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1983-11-01,0.0,-999.0,0.0,0.3,-999.0,0.0,-999.0,-999.0,0.004912414318354912
1983-12-01,0.0,-999.0,4.8,4.2,-999.0,7.4,-999.0,-999.0,0.22948534748591648
1984-01-01,8.5,-999.0,11.0,12.3,-999.0,21.3,-999.0,-999.0,0.842824310725338
1984-02-01,8.8,-999.0,11.9,12.6,-999.0,22.1,-999.0,-999.0,0.8801992429523547
1984-03-01,10.2,-999.0,14.2,14.0,-999.0,25.5,-999.0,-999.0,1.0166190266098099
1984-04-01,10.2,-999.0,14.2,18.5,-999.0,30.5,-999.0,-999.0,1.139650513867321
1984-05-01,10.2,-999.0,14.2,22.6,-999.0,42.3,-999.0,-999.0,1.3232416859428007
1984-06-01,10.2,-999.0,14.2,22.6,-999.0,42.3,-999.0,-999.0,1.3232416859428007
1984-07-01,10.2,-999.0,14.2,22.6,-999.0,42.3,-999.0,-999.0,1.3232416859428007
1984-08-01,10.2,-999.0,14.2,22.6,-999.0,42.3,-999.0,-999.0,1.3232416859428007
1984-09-01,10.2,-999.0,14.2,22.6,-999.0,42.3,-999.0,-999.0,1.3232416859428007
1984-10-01,0.0,-999.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1984-11-01,0.0,-999.0,1.9,2.5,-999.0,4.4,-999.0,-999.0,0.11906750767375957
1984-12-01,0.0,-999.0,1.9,3.8,-999.0,7.3,-999.0,-999.0,0.16897489442629962
1985-01-01,0.0,-999.0,9.1,8.7,-999.0,15.4,-999.0,-999.0,0.4606711520135389
1985-02-01,12.2,-999.0,11.3,11.4,-999.0,17.8,-999.0,-999.0,0.899260536758606
1985-03-01,12.2,-999.0,14.0,13.4,-999.0,22.5,-999.0,-999.0,1.027714827543257
1985-04-01,12.2,-999.0,17.9,18.5,-999.0,33.1,-999.0,-999.0,1.2870782904187177
1985-05-01,12.2,-999.0,17.9,18.5,-999.0,35.5,-999.0,-999.0,1.3107640212101677
1985-06-01,12.2,-999.0,17.9,18.5,-999.0,35.5,-999.0,-999.0,1.3107640212101677
1985-07-01,12.2,-999.0,17.9,18.5,-999.0,35.5,-999.0,-999.0,1.3107640212101677
1985-08-01,12.2,-999.0,17.9,18.5,-999.0,35.5,-999.0,-999.0,1.3107640212101677
1985-09-01,12.2,-999.0,17.9,18.5,-999.0,35.5,-999.0,-999.0,1.3107640212101677
1985-10-01,0.0,-999.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1985-11-01,0.0,-999.0,0.0,0.0,-999.0,1.5,-999.0,-999.0,0.014803581744656265
1985-12-01,0.0,-999.0,9.0,5.3,-999.0,8.7,-999.0,-999.0,0.3370477799511496
1986-01-01,0.0,-999.0,10.1,7.2,-999.0,10.4,-999.0,-999.0,0.4050305878885997
1986-02-01,6.4,-999.0,10.1,8.1,-999.0,11.4,-999.0,-999.0,0.6030165622977792
1986-03-01,8.7,-999.0,15.0,12.4,-999.0,18.2,-999.0,-999.0,0.8923529479268525
1986-04-01,8.7,-999.0,15.0,14.4,-999.0,21.4,-999.0,-999.0,0.9566833511044853
1986-05-01,8.7,-999.0,15.0,14.4,-999.0,25.2,-999.0,-999.0,0.9941857581909479
1986-06-01,8.7,-999.0,15.0,14.4,-999.0,25.2,-999.0,-999.0,0.9941857581909479
1986-07-01,8.7,-999.0,15.0,14.4,-999.0,25.2,-999.0,-999.0,0.9941857581909479
1986-08-01,8.7,-999.0,15.0,14.4,-999.0,25.2,-999.0,-999.0,0.9941857581909479
1986-09-01,8.7,-999.0,15.0,14.4,0.0,25.2,-999.0,-999.0,0.7953486065527583
1986-10-01,0.0,-999.0,0.0,0.0,0.0,2.0,-999.0,-999.0,0.01579048719430002
1986-11-01,0.0,-999.0,1.5,1.1,4.0,5.9,5.5,6.8,0.17191113421728496
1986-12-01,0.0,-999.0,5.5,5.3,6.9,11.9,15.1,12.0,0.40282839910798934
1987-01-01,0.0,-999.0,5.5,7.0,9.3,11.9,15.1,12.0,0.43669373555553515
1987-02-01,6.8,-999.0,10.2,9.2,13.5,16.1,21.3,15.7,0.7302061341906247
1987-03-01,12.9,-999.0,16.0,12.8,17.8,23.1,29.1,24.5,1.101539484026804
1987-04-01,14.5,-999.0,18.3,17.0,21.3,31.3,32.4,31.3,1.3321445758288255
1987-05-01,14.5,-999.0,18.3,17.0,21.3,31.3,32.4,31.3,1.3321445758288255
1987-06-01,14.5,-999.0,18.3,17.0,21.3,31.3,32.4,31.3,1.3321445758288255
1987-07-01,14.5,-999.0,18.3,17.0,21.3,31.3,32.4,31.3,1.3321445758288255
1987-08-01,14.5,-999.0,18.3,17.0,21.3,31.3,32.4,31.3,1.3321445758288255
1987-09-01,14.5,-999.0,18.3,17.0,21.3,31.3,32.4,31.3,1.3321445758288255
1987-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987-11-01,0.0,-999.0,0.0,0.2,0.1,1.1,1.3,2.5,0.03509317149324453
1987-12-01,0.0,-999.0,0.5,4.4,4.3,4.9,6.3,6.2,0.18905116388714166
1988-01-01,4.4,-999.0,1.9,5.8,6.9,8.0,10.7,8.5,0.3644228580293606
1988-02-01,6.5,-999.0,5.7,8.7,12.0,13.4,18.8,11.9,0.6045150342252698
1988-03-01,7.0,-999.0,6.9,10.0,14.0,16.1,21.6,12.9,0.6907665847055899
1988-04-01,7.0,-999.0,6.9,10.2,16.1,21.3,21.6,13.7,0.7436891585631524
1988-05-01,7.0,-999.0,6.9,10.2,16.1,22.0,21.6,17.3,0.7746922440623136
1988-06-01,7.0,-999.0,6.9,10.2,16.1,22.0,21.6,17.3,0.7746922440623136
1988-07-01,7.0,-999.0,6.9,10.2,16.1,22.0,21.6,17.3,0.7746922440623136
1988-08-01,7.0,-999.0,6.9,10.2,16.1,22.0,21.6,17.3,0.7746922440623136
1988-09-01,7.0,-999.0,6.9,10.2,16.1,22.0,21.6,17.3,0.7746922440623136
1988-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988-12-01,0.0,-999.0,1.1,3.6,3.0,6.4,6.3,3.9,0.16927472542843644
1989-01-01,0.0,-999.0,6.3,7.1,8.0,10.3,12.7,6.9,0.3750885925417155
1989-02-01,7.6,-999.0,9.9,9.6,11.5,13.9,18.8,10.0,0.6586040581363436
1989-03-01,10.3,-999.0,15.7,15.3,21.8,21.8,29.4,14.8,1.0329781945018344
1989-04-01,10.3,-999.0,15.7,16.0,25.5,24.1,30.0,17.3,1.1024263689106728
1989-05-01,10.3,-999.0,15.7,16.0,25.5,24.1,30.0,17.3,1.1024263689106728
1989-06-01,10.3,-999.0,15.7,16.0,25.5,24.1,30.0,17.3,1.1024263689106728
1989-07-01,10.3,-999.0,15.7,16.0,25.5,24.1,30.0,17.3,1.1024263689106728
1989-08-01,10.3,-999.0,15.7,16.0,25.5,24.1,30.0,17.3,1.1024263689106728
1989-09-01,10.3,-999.0,15.7,16.0,25.5,24.1,30.0,17.3,1.1024263689106728
1989-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-12-01,0.0,-999.0,0.0,0.6,0.8,0.6,0.3,0.0,0.016710539968682152
1990-01-01,0.0,-999.0,0.0,1.4,1.6,2.1,0.3,0.0,0.038641470272174606
1990-02-01,2.5,-999.0,0.6,3.2,4.2,4.0,2.7,3.1,0.16772764922834824
1990-03-01,4.2,-999.0,2.7,5.0,7.9,7.3,6.7,6.0,0.32391803680357517
1990-04-01,4.2,-999.0,2.8,7.1,12.4,12.9,11.3,11.0,0.473914947073077
1990-05-01,4.2,-999.0,2.8,7.8,14.9,20.1,15.7,16.6,0.6071842438984573
1990-06-01,4.2,-999.0,2.8,7.8,14.9,20.1,15.7,16.6,0.6071842438984573
1990-07-01,4.2,-999.0,2.8,7.8,14.9,20.1,15.7,16.6,0.6071842438984573
1990-08-01,4.2,-999.0,2.8,7.8,14.9,20.1,15.7,16.6,0.6071842438984573
1990-09-01,4.2,-999.0,2.8,7.8,14.9,20.1,15.7,16.6,0.6071842438984573
1990-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-11-01,0.0,-999.0,0.2,0.1,0.0,0.8,0.0,0.4,0.010541060362773459
1990-12-01,0.0,-999.0,0.4,2.9,4.6,4.4,5.0,4.3,0.15163610113000062
1991-01-01,0.0,-999.0,4.0,5.2,10.6,7.7,10.4,7.5,0.32936757400259087
1991-02-01,6.4,-999.0,8.3,7.0,12.5,10.5,14.6,9.6,0.5601295610143827
1991-03-01,6.4,-999.0,9.5,8.1,14.1,12.3,18.2,10.7,0.6340565513907518
1991-04-01,9.1,-999.0,15.6,14.2,23.8,22.2,30.5,16.3,1.037890164117899
1991-05-01,9.1,-999.0,15.6,14.2,23.8,25.7,30.5,17.8,1.0689013829860183
1991-06-01,9.1,-999.0,15.6,14.2,23.8,25.7,30.5,17.8,1.0689013829860183
1991-07-01,9.1,-999.0,15.6,14.2,23.8,25.7,30.5,17.8,1.0689013829860183
1991-08-01,9.1,-999.0,15.6,14.2,23.8,25.7,30.5,17.8,1.0689013829860183
1991-09-01,9.1,-999.0,15.6,14.2,23.8,25.7,30.5,17.8,1.0689013829860183
1991-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-11-01,0.0,-999.0,1.2,1.1,1.0,1.9,2.8,1.7,0.0699065109733819
1991-12-01,0.0,-999.0,4.5,5.4,4.7,9.0,9.3,9.4,0.3075901411881655
1992-01-01,0.0,-999.0,6.6,6.5,5.9,11.4,12.8,11.6,0.39899351365588653
1992-02-01,6.0,-999.0,7.6,7.5,9.1,12.9,14.7,12.2,0.559518307113406
1992-03-01,9.7,-999.0,10.4,9.8,9.7,16.6,19.7,15.2,0.7442205836736525
1992-04-01,11.8,-999.0,10.4,14.8,13.9,25.9,26.9,20.8,0.9909112119656925
1992-05-01,11.8,-999.0,10.4,14.8,13.9,25.9,26.9,20.8,0.9909112119656925
1992-06-01,11.8,-999.0,10.4,14.8,13.9,25.9,26.9,20.8,0.9909112119656925
1992-07-01,11.8,-999.0,10.4,14.8,13.9,25.9,26.9,20.8,0.9909112119656925
1992-08-01,11.8,-999.0,10.4,14.8,13.9,25.9,26.9,20.8,0.9909112119656925
1992-09-01,11.8,-999.0,10.4,14.8,13.9,25.9,26.9,20.8,0.9909112119656925
1992-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-11-01,0.0,-999.0,0.6,0.8,1.8,1.8,3.2,1.6,0.06780921725968106
1992-12-01,0.0,-999.0,1.9,3.2,4.6,5.7,6.0,3.8,0.1794290937734076
1993-01-01,0.0,-999.0,6.8,5.2,8.3,8.7,13.3,7.7,0.3652164484652292
1993-02-01,11.5,-999.0,15.4,12.1,16.2,16.7,27.2,16.2,0.9456768893737558
1993-03-01,17.9,-999.0,25.3,19.7,27.1,26.1,42.9,24.8,1.5087611387455397
1993-04-01,17.9,-999.0,25.3,21.9,30.3,32.3,45.5,28.2,1.6287713222193143
1993-05-01,17.9,-999.0,25.3,21.9,30.3,32.3,45.5,29.0,1.6347836474861113
1993-06-01,17.9,-999.0,25.3,21.9,30.3,32.3,45.5,29.0,1.6347836474861113
1993-07-01,17.9,-999.0,25.3,21.9,30.3,32.3,45.5,29.0,1.6347836474861113
1993-08-01,17.9,-999.0,25.3,21.9,30.3,32.3,45.5,29.0,1.6347836474861113
1993-09-01,17.9,-999.0,25.3,21.9,30.3,32.3,45.5,29.0,1.6347836474861113
1993-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-11-01,0.0,-999.0,0.0,0.2,1.9,0.0,0.3,1.1,0.02608198541295038
1993-12-01,0.0,-999.0,2.9,2.4,4.3,4.6,5.0,5.9,0.1839607448267492
1994-01-01,0.0,-999.0,5.3,4.3,5.8,7.8,8.5,6.8,0.28296749709966
1994-02-01,3.8,-999.0,6.5,5.6,8.4,10.8,10.4,8.3,0.4250637319226017
1994-03-01,7.0,-999.0,12.9,9.7,14.6,16.0,19.5,12.3,0.7379192431131024
1994-04-01,7.0,-999.0,12.9,11.2,18.1,19.3,21.0,14.1,0.8189146951070233
1994-05-01,7.0,-999.0,12.9,11.9,21.9,22.8,25.4,18.4,0.9312754675828874
1994-06-01,7.0,-999.0,12.9,11.9,21.9,22.8,25.4,18.4,0.9312754675828874
1994-07-01,7.0,-999.0,12.9,11.9,21.9,22.8,25.4,18.4,0.9312754675828874
1994-08-01,7.0,-999.0,12.9,11.9,21.9,22.8,25.4,18.4,0.9312754675828874
1994-09-01,7.0,-999.0,12.9,11.9,21.9,22.8,25.4,18.4,0.9312754675828874
1994-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-11-01,0.0,-999.0,0.5,1.4,0.0,1.8,0.6,2.9,0.05371759674927028
1994-12-01,0.0,-999.0,3.4,5.9,7.2,9.0,10.4,8.8,0.32131472266172795
1995-01-01,0.0,-999.0,5.1,7.6,10.6,10.9,14.4,10.8,0.4291736717717956
1995-02-01,7.7,-999.0,8.1,12.7,16.1,16.6,21.2,14.6,0.7684000089679577
1995-03-01,8.4,-999.0,9.4,16.1,23.0,21.0,27.4,18.8,0.968309911807559
1995-04-01,9.4,-999.0,13.2,21.1,30.5,28.6,39.3,25.9,1.2910649158442749
1995-05-01,9.4,-999.0,13.2,22.0,33.6,31.6,39.4,30.2,1.37249268984549
1995-06-01,9.4,-999.0,13.2,22.0,33.6,31.6,39.4,30.2,1.37249268984549
1995-07-01,9.4,-999.0,13.2,22.0,33.6,31.6,39.4,30.2,1.37249268984549
1995-08-01,9.4,-999.0,13.2,22.0,33.6,31.6,39.4,30.2,1.37249268984549
1995-09-01,9.4,-999.0,13.2,22.0,33.6,31.6,39.4,30.2,1.37249268984549
1995-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-11-01,0.0,-999.0,0.1,0.1,0.0,0.0,0.2,0.0,0.003130526853832344
1995-12-01,0.0,-999.0,0.1,2.5,1.7,3.2,0.5,1.2,0.06709913999017546
1996-01-01,0.0,-999.0,0.5,5.0,3.9,6.5,3.7,1.7,0.1519129114999826
1996-02-01,0.0,-999.0,4.3,9.5,10.0,12.8,11.2,5.0,0.3828211963862718
1996-03-01,4.1,-999.0,11.6,12.7,15.8,19.1,18.0,8.6,0.6975495816254218
1996-04-01,4.7,-999.0,11.6,15.1,18.8,25.6,20.7,11.7,0.8272355411411946
1996-05-01,4.7,-999.0,11.6,15.1,18.8,25.6,20.7,11.7,0.8272355411411946
1996-06-01,4.7,-999.0,11.6,15.1,18.8,25.6,20.7,11.7,0.8272355411411946
1996-07-01,4.7,-999.0,11.6,15.1,18.8,25.6,20.7,11.7,0.8272355411411946
1996-08-01,4.7,-999.0,11.6,15.1,18.8,25.6,20.7,11.7,0.8272355411411946
1996-09-01,4.7,-999.0,11.6,15.1,18.8,25.6,20.7,11.7,0.8272355411411946
1996-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-11-01,0.0,-999.0,2.2,3.4,2.2,4.2,3.8,5.4,0.15737778582017134
1996-12-01,0.0,-999.0,6.0,7.3,8.2,10.3,10.4,9.2,0.37937386662581457
1997-01-01,0.0,-999.0,9.7,11.0,14.2,15.9,16.6,13.0,0.5933329798647551
1997-02-01,10.3,-999.0,17.7,16.4,21.9,23.0,26.9,20.0,1.096355266436549
1997-03-01,13.7,-999.0,21.1,19.3,25.2,27.2,31.9,23.9,1.318077403978253
1997-04-01,13.7,-999.0,21.1,19.4,25.5,28.0,31.9,24.6,1.3310302632013673
1997-05-01,13.7,-999.0,21.1,19.4,26.7,34.3,31.9,27.0,1.3935750707067984
1997-06-01,13.7,-999.0,21.1,19.4,26.7,34.3,31.9,27.0,1.3935750707067984
1997-07-01,13.7,-999.0,21.1,19.4,26.7,34.3,31.9,27.0,1.3935750707067984
1997-08-01,13.7,-999.0,21.1,19.4,26.7,34.3,31.9,27.0,1.3935750707067984
1997-09-01,13.7,-999.0,21.1,19.4,26.7,34.3,31.9,27.0,1.3935750707067984
1997-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-11-01,0.0,-999.0,0.0,0.0,1.9,0.9,1.0,1.1,0.03331464834287885
1997-12-01,0.0,-999.0,1.0,3.0,4.1,4.9,4.7,4.6,0.15844117943963726
1998-01-01,0.0,-999.0,3.9,4.1,7.3,7.1,7.0,6.2,0.2606172591732154
1998-02-01,4.9,-999.0,6.3,7.4,9.3,10.6,11.3,7.6,0.4623723325339674
1998-03-01,7.0,-999.0,8.9,8.6,11.6,14.1,15.3,10.3,0.6135087794770493
1998-04-01,7.0,-999.0,9.7,13.6,17.7,21.1,23.4,16.6,0.8477279545008292
1998-05-01,7.0,-999.0,9.7,13.6,21.1,25.0,23.4,17.6,0.9026784212627177
1998-06-01,7.0,-999.0,9.7,13.6,21.1,25.0,23.4,17.6,0.9026784212627177
1998-07-01,7.0,-999.0,9.7,13.6,21.1,25.0,23.4,17.6,0.9026784212627177
1998-08-01,7.0,-999.0,9.7,13.6,21.1,25.0,23.4,17.6,0.9026784212627177
1998-09-01,7.0,-999.0,9.7,13.6,21.1,25.0,23.4,17.6,0.9026784212627177
